S/N,TARIFF NAME,PRICE,TARIFF_TYPE
1122,Xray Finger Additional (1 View ),4500.0,IMAGING
1123,Xray Fingers Ap/Lat (2 View),4500.0,IMAGING
1124,Xray Foot Ap / Oblique (2 View),6000.0,IMAGING
1125,Xray Forearm Ap & Lateral (2 View),6000.0,IMAGING
1126,Xray Forearm Bilateral Ap/Lateral (2 Views),8400.0,IMAGING
1127,Xray Hand Ap / Oblique (2 Views),6000.0,IMAGING
1128,Xray Hand Bilateral (2 Views),8400.0,IMAGING
1129,Xray Heel/Calcaneous Bilateral 2 View,18000.0,IMAGING
1130,Xray Heel/Calcaneous Lateral/Axial (2 Views),8400.0,IMAGING
1131,Xray Hip Joint Ap & Lt (2 Views),6000.0,IMAGING
1132,Xray Hip Joint Bilateral (1 View),6000.0,IMAGING
1133,Xray Hips Frogs Leg (1 View),6000.0,IMAGING
1134,Xray Humerus Ap / Lateral (2 Views),6000.0,IMAGING
1135,Xray Humerus Bilateral Ap & Lateral (2 Views),8400.0,IMAGING
1136,Xray Hysterosalpingogram (Hsg),18000.0,IMAGING
1137,Xray Intravenous Pyelogram (Ivp/Ivu),22000.0,IMAGING
1138,Xray Knee Ap / Lateral (1 View),6000.0,IMAGING
1139,Xray Knee Ap / Lateral (2views),6500.0,IMAGING
1140,Xray Knee Ap Erect / Lateral (2views),6000.0,IMAGING
1141,Xray Knee Ap/ Lateral/ Skyline (3 Views),8500.0,IMAGING
1142,Xray Knee Bilateral 2 Views Each,8400.0,IMAGING
1143,Xray Knee Bilateral 3 Views Each,14000.0,IMAGING
1144,Xray Lumbar Spine Flexion & Extension View (2 Views),10000.0,IMAGING
1145,Xray Lumbo Sacral Ap & Lt & Oblique (4 Views),10000.0,IMAGING
1146,Xray Lumbosacral Ap & Lat,10000.0,IMAGING
1147,Xray Lumbosacral Ap/Lateral/Spot (3 View),8400.0,IMAGING
1148,Xray Mandible Pa/Lat (2 Views),8640.0,IMAGING
1149,Xray Micturating Cystourethrogram (Mcug),20000.0,IMAGING
1150,Xray Nasal Bone (1 View),2560.0,IMAGING
1151,Xray Nasal Bone (3 Views),4720.0,IMAGING
1152,Xray Neck Soft Tissue Ap & Lt (2 Views),4320.0,IMAGING
1153,Xray Orbit (For Foreign Body) (1 View),2560.0,IMAGING
1154,Xray Orbit Pa/Lat (2 Views),4720.0,IMAGING
1155,Xray Pelvis Ap,5000.0,IMAGING
1156,Xray Pelvis Oblique (1 View),6500.0,IMAGING
1157,Xray PNS/Sinus (3 View),6800.0,IMAGING
1158,Xray Post Nasal Space (1 View),2560.0,IMAGING
1159,Xray Retrograde Urethrocystogram (Rucg),20000.0,IMAGING
1160,Xray Sacro Iliac Joint (1 View),2560.0,IMAGING
1161,Xray Sacro Illiac Joint Obliques (2 Views),4720.0,IMAGING
1162,Xray Sacrum/Coccyx (2 Views),4720.0,IMAGING
1163,Xray Scapula (1 View),2560.0,IMAGING
1164,Xray Scapula (2 View),4720.0,IMAGING
1165,Xray Scoliosis Series (Entire Spine Ap & Lateral Views) 6 Views,14400.0,IMAGING
1166,Xray Shoulder Ac Joint Weight Bearing Views (2 Views) Radiology,8400.0,IMAGING
1167,Xray Shoulder Ap & Axial ( 2 Views),6500.0,IMAGING
1168,Xray Shoulder Bilateral 2 Views Each,8400.0,IMAGING
1169,Xray Sinogram/Fistulogram,18000.0,IMAGING
1170,Xray Skeletal Survey (6 Views),22400.0,IMAGING
1171,Xray Skeletal Survey Adult (Myeloma Series) (6 Views) Radiology,22400.0,IMAGING
1172,Xray Skeletal Survey Child (Nai Series) (6 Views),14000.0,IMAGING
1173,Xray Skull Ap & Lateral (2 Views),10000.0,IMAGING
1174,Xray Skull Lateral (1 View),10000.0,IMAGING
1175,Xray Skull Others (3 View),10000.0,IMAGING
1176,Xray Skull PA (1 View),10000.0,IMAGING
1177,Xray Sternoclavicular Joint (1 View),4720.0,IMAGING
1178,Xray TM Joint Bilateral (2 Views),9600.0,IMAGING
1179,Xray Temporal Bone (1 View),2560.0,IMAGING
1180,Xray Thoracic Inlet (1 View),4720.0,IMAGING
1181,Xray Thoracic Spine Ap & Lt (2 Views),10000.0,IMAGING
1182,Xray Thoraco-Lumbar Spine Ap & Lt (2 Views),10000.0,IMAGING
1183,Xray Toe Ap/Lateral (2 Views),6000.0,IMAGING
1184,Xray Wrist Ap/Lateral (2 Views),6000.0,IMAGING
1185,Xray Wrist Ap/Lateral/Oblique (3 Views),9000.0,IMAGING
1186,Xray Wrist Bilateral (2 Views),6500.0,IMAGING
1187,Xray Wrist Bilateral (3 Views),6500.0,IMAGING
1188,Xray Wrist With Scaphoid View (3 Views),8400.0,IMAGING
1189,Xray X-Ray Temporomandibular Joint (TMJ) Left Side,6320.0,IMAGING
1190,Xray X-Ray Temporomandibular Joint (TMJ) Right & Left Sides,11600.0,IMAGING
1191,Xray X-Ray Temporomandibular Joint (TMJ) Right Side,8400.0,IMAGING
1192,Ultrasound Abdomen & Pelvis (whole Abdomen),8352.0,IMAGING
1193,Acular eye drop (5ml),2500.0,OPTICAL
1194,Acyvir,2800.0,OPTICAL
1195,AFM- T eyedrop,2100.0,OPTICAL
1196,Allerex eye drop,1500.0,OPTICAL
1197,Alomide eye drop 10mls,2000.0,OPTICAL
1198,Antallerge eye drop,1500.0,OPTICAL
1199,Aristobet N eye drop,1500.0,OPTICAL
1200,Aristobet N ointment,1500.0,OPTICAL
1201,Artificial tears,1500.0,OPTICAL
1202,Atropine eye drop,2100.0,OPTICAL
1203,Augmentin 1g tablet,250.0,OPTICAL
1204,Azopt eye drop,4158.0,OPTICAL
1205,Benaycline ointment,1200.0,OPTICAL
1206,Beoptic n ointment,1200.0,OPTICAL
1207,Betadrone n eye drop,1500.0,OPTICAL
1208,Betadrone n ointment,1200.0,OPTICAL
1209,Betnesol-n eye drop,1500.0,OPTICAL
1210,Betoptic eye drop,1200.0,OPTICAL
1211,Biotic eye/ear drop,1000.0,OPTICAL
1212,Brimonidine eye drop,3000.0,OPTICAL
1213,Carbomer gel,2100.0,OPTICAL
1214,Catrix eyedrop,3000.0,OPTICAL
1215,Chlormaphenicol eye drop,1200.0,OPTICAL
1216,Chlormaphenicol ointment,1000.0,OPTICAL
1217,Chymoral tab,35.0,OPTICAL
1218,Ciloxan eye drop,1500.0,OPTICAL
1219,Ciprofloxacin  eye drop,1500.0,OPTICAL
1220,Clamprost eyedrop,4900.0,OPTICAL
1221,Cosopt eye drop branded,4000.0,OPTICAL
1222,Cosopt eye drop unbranded,2500.0,OPTICAL
1223,Cromax eye drop,1200.0,OPTICAL
1224,Crysoptic drop,1500.0,OPTICAL
1225,Cusicrom eye drop,1200.0,OPTICAL
1226,Cyclopentolate eye drop,3000.0,OPTICAL
1227,Dextracin eye drop,1000.0,OPTICAL
1228,Diamox 250mg tab,50.0,OPTICAL
1229,Diclofenac  eye drop,1000.0,OPTICAL
1230,Diclofenac tablet,35.0,OPTICAL
1231,Difenasol eyedrop,1400.0,OPTICAL
1232,Efemoline  eye drop,2000.0,OPTICAL
1233,Epefenac eye drop,1500.0,OPTICAL
1234,Evolve eye drop,1800.0,OPTICAL
1235,Flucamed eye drop,1500.0,OPTICAL
1236,Flurbiprofen eyedrop,1800.0,OPTICAL
1237,Gentamicin eye drop,1000.0,OPTICAL
1238,Hypomer gel,2000.0,OPTICAL
1239,Hypotears eye drop,2500.0,OPTICAL
1240,Hypromellose  eye drop ,1500.0,OPTICAL
1241,Ivycrom,1500.0,OPTICAL
1242,Ivyflur,1500.0,OPTICAL
1243,Ivysine eye drop,1500.0,OPTICAL
1244,Ivysolone ophthalmic susp.,1500.0,OPTICAL
1245,Ivytimol eye drop 0.5% 5ml,1500.0,OPTICAL
1246,Ivyzinc,1500.0,OPTICAL
1247,Ivyzozan eye/eardrop 5ml,1500.0,OPTICAL
1248,Ketotifen eye drop,1800.0,OPTICAL
1249,Lacrimol  eye drop,1000.0,OPTICAL
1250,Levofloxacin eye drop,1500.0,OPTICAL
1251,Loratadine tablet per tab,50.0,OPTICAL
1252,Maladex eyedrop,1800.0,OPTICAL
1253,Malvidex eyedrop,1800.0,OPTICAL
1254,Maxidex eye drop,1200.0,OPTICAL
1255,Maxitears,1500.0,OPTICAL
1256,Maxitrol eye drop,1500.0,OPTICAL
1257,Maxitrol ointment,1500.0,OPTICAL
1258,Microsol,1500.0,OPTICAL
1259,Moxifloxacin eye drop,1500.0,OPTICAL
1260,Neomdexsol eye drop,1500.0,OPTICAL
1261,Neopresol eye drop,1500.0,OPTICAL
1262,Nyolol 0.5% eye drop,1500.0,OPTICAL
1263,Nyolol gel ,1800.0,OPTICAL
1264,Okacin(lomefloxacin) eye drop,1200.0,OPTICAL
1265,Olopatadine,1800.0,OPTICAL
1266,Optrex eye drop,1500.0,OPTICAL
1267,Phacovit eyedrop,2800.0,OPTICAL
1268,Piriton tab,30.0,OPTICAL
1269,Prednisolone tablet,30.0,OPTICAL
1270,Slow k tablet,75.0,OPTICAL
1271,Sodium chromoglycate eye drop,1200.0,OPTICAL
1272,Spersallerg eye drop,1200.0,OPTICAL
1273,Sphex eye drop,1800.0,OPTICAL
1274,Stadex eyedrop,1800.0,OPTICAL
1275,Tear naturale eye drop,1200.0,OPTICAL
1276,Terramycin ointment,1200.0,OPTICAL
1277,Timolol 0.5% eye drop,1500.0,OPTICAL
1278,Timomed eyedrop,1500.0,OPTICAL
1279,Tobramycin eye drop,1500.0,OPTICAL
1280,Tobramycin ointment ,1200.0,OPTICAL
1281,Travatan eye drop ,6750.0,OPTICAL
1282,Travatan ointment ,5000.0,OPTICAL
1283,Tropicamide eye drop,2000.0,OPTICAL
1284,Tropicamide plus eye drop,2700.0,OPTICAL
1285,Vistulent eyedrop,2400.0,OPTICAL
1286,Vitamin A,10.0,OPTICAL
1287,Vitamin B Complex,10.0,OPTICAL
1288,Vitamin C,10.0,OPTICAL
1289,Vitaprocin ointment,1500.0,OPTICAL
1290,Vitaprost eyedrop,4500.0,OPTICAL
1291,Voltaren eye drop,1550.0,OPTICAL
1292,Xalacom eyedrop,5000.0,OPTICAL
1293,Xalatan eye drop,4000.0,OPTICAL
1294,Zaditen  eye drop ,2000.0,OPTICAL
1295,Zaditen syrup 100mls,2250.0,OPTICAL
1296,A scan,7000.0,OPTICAL
1297,Angle - gonioscopy,8000.0,OPTICAL
1298,Anterior segment oct,18000.0,OPTICAL
1299,B scan,9000.0,OPTICAL
1300,Cataract surgery (SICS),134400.0,OPTICAL
1301,Central visual field CVF,3200.0,OPTICAL
1302,Chalazion removal,22000.0,OPTICAL
1303,Conformer,12960.0,OPTICAL
1304,Conjunctival excision,7560.0,OPTICAL
1305,Conjunctival foreign body removal,8000.0,OPTICAL
1306,Corneo - scleral repair,45000.0,OPTICAL
1307,Cvf both eyes,6000.0,OPTICAL
1308,Cvf one eye,3200.0,OPTICAL
1309,Cycloplegic refraction,6480.0,OPTICAL
1310,Deep corneal foreign body removal,28000.0,OPTICAL
1311,Dermoid cyst excision,129600.0,OPTICAL
1312,Dilated fundoscopy,1800.0,OPTICAL
1313,Dilation,1000.0,OPTICAL
1314,Entropion or ectropion surgery,40000.0,OPTICAL
1315,Epilation,3240.0,OPTICAL
1316,Eye dressing,2500.0,OPTICAL
1317,Foreign body removal (penetrating),6000.0,OPTICAL
1318,Foreign body removal (superficial),4000.0,OPTICAL
1319,Fundoscopy direct ophthalmoscopy,2000.0,OPTICAL
1320,Fundus photography (both eyes),10000.0,OPTICAL
1321,Fundus photography (one eye),5500.0,OPTICAL
1322,Glaucoma phasing,8000.0,OPTICAL
1323,Gonioscopy,5000.0,OPTICAL
1324,Hordeolum curettage,25000.0,OPTICAL
1325,Indirect ophthalmosocopy,8000.0,OPTICAL
1326,Intravitral injection,200000.0,OPTICAL
1327,Iol calculation,2700.0,OPTICAL
1328,Iris repair,40000.0,OPTICAL
1329,Irrigation,2160.0,OPTICAL
1330,Keratometry,2700.0,OPTICAL
1331,Laser capsulotomy,40000.0,OPTICAL
1332,Laser iridotomy single eye,40000.0,OPTICAL
1333,Laser iridotomy both eyes,75600.0,OPTICAL
1334,Laser trabeculoplasty both eyes (special),194400.0,OPTICAL
1335,Laser trabeculoplasty one eye,97200.0,OPTICAL
1336,Lid abscess drainage,38000.0,OPTICAL
1337,Minor lid surgery,32000.0,OPTICAL
1338,OCT single eye,18000.0,OPTICAL
1339,OCT both eyes,32000.0,OPTICAL
1340,Ophthalmologist first consultation,5000.0,OPTICAL
1341,Ophthalmologist followup consultation,3000.0,OPTICAL
1342,Optometrist consultation,2500.0,OPTICAL
1343,Optometrist follow up,2000.0,OPTICAL
1344,Pachymetry both eyes,7500.0,OPTICAL
1345,Pachymetry one eye,3500.0,OPTICAL
1346,Phacoemulsification surgery,453600.0,OPTICAL
1347,Pterygium excision,86400.0,OPTICAL
1348,Refraction,2000.0,OPTICAL
1349,Optical registration,1000.0,OPTICAL
1350,ROP screening,5400.0,OPTICAL
1351,Schimer’s test,3000.0,OPTICAL
1352,Scleral shell,10000.0,OPTICAL
1353,Slit lamp examination,1800.0,OPTICAL
1354,Subconjunctival injections,2916.0,OPTICAL
1355,Tonometry,2100.0,OPTICAL
1356,Trabeculectomy,100000.0,OPTICAL
1357,Visual acuity,1500.0,OPTICAL
1358,Visual test,3240.0,OPTICAL
1359,YAG iridotomy or capsulotomy,45000.0,OPTICAL
1360,Fused bifocal transition /AR,22000.0,OPTICAL
1361,Fused bifocal white,10000.0,OPTICAL
1362,Invisible bifocal anti-reflective ,22000.0,OPTICAL
1363,Invisible bifocal blue cut transition,33000.0,OPTICAL
1364,Invisible bifocal transition /AR,28000.0,OPTICAL
1365,Invisible bifocal white,15000.0,OPTICAL
1366,Single vision anti-reflective,12000.0,OPTICAL
1367,Single vision blue cut transition,28000.0,OPTICAL
1368,Single vision bluecoat ,25000.0,OPTICAL
1369,Single vision transition/AR ,15000.0,OPTICAL
1370,Single vision white,7000.0,OPTICAL
1371,VARilux anti-reflective,27000.0,OPTICAL
1372,VARilux blue cut transition,45000.0,OPTICAL
1373,VARilux transition /AR,42000.0,OPTICAL
1374,VARilux white,28000.0,OPTICAL
1375,BCG,6000.0,IMMUNIZATIONS
1376,Chicken pox,15000.0,IMMUNIZATIONS
1377,Cholera vaccine Shancol,10000.0,IMMUNIZATIONS
1378,DPT,1000.0,IMMUNIZATIONS
1379,Flu vaccine (influenza),8000.0,IMMUNIZATIONS
1380,Hepatitis A,10000.0,IMMUNIZATIONS
1381,Hepatitis B,4000.0,IMMUNIZATIONS
1382,Hexaxim,8000.0,IMMUNIZATIONS
1383,Hib Vaccine,5000.0,IMMUNIZATIONS
1384,Injectable polio vaccine IPV,4500.0,IMMUNIZATIONS
1385,Measles,6000.0,IMMUNIZATIONS
1386,Meningitis,8000.0,IMMUNIZATIONS
1387,MMR,12000.0,IMMUNIZATIONS
1388,OPV,3500.0,IMMUNIZATIONS
1389,Pentavalent,6500.0,IMMUNIZATIONS
1390,Pneumocccal conjugate vaccine (PCV),8000.0,IMMUNIZATIONS
1391,Rotavirus,10000.0,IMMUNIZATIONS
1392,Tetanus vaccine,4000.0,IMMUNIZATIONS
1393,Tetraxim,5000.0,IMMUNIZATIONS
1394,Vitamin A,4500.0,IMMUNIZATIONS
1395,Yellow fever,4500.0,IMMUNIZATIONS
1396,Cervarix,25000.0,IMMUNIZATIONS
1397,Gardasil,50000.0,IMMUNIZATIONS
1398,Chicken Pox vaccine,38000.0,IMMUNIZATIONS
1399,Removal Of In Growing Toe Nail,80000.0,PROCEDURES
1400,Wound Dressing Less than 2% ,2500.0,PROCEDURES
1401,Ear Piercing,5000.0,PROCEDURES
1402,Removal of Jadel Implant,13770.0,PROCEDURES
1403,IUCD Insertion,35000.0,PROCEDURES
1404,Change of catheter,5000.0,PROCEDURES
1405,Urethral Bougienage,16200.0,PROCEDURES
1406,Wound Dressing 2-10% ,5000.0,PROCEDURES
1407,Change of Central Venous Catheter,22500.0,PROCEDURES
1408,Ear Syringing (SINGLE),15000.0,PROCEDURES
1409,Ear Toiletting (SINGLE),15000.0,PROCEDURES
1410,Toileting and Packing,20000.0,PROCEDURES
1411,Wound Dressing >10-25% ,10000.0,PROCEDURES
1412,Suturing of Laceration,20000.0,PROCEDURES
1413,Paediatric Lumbar Puncture,35000.0,PROCEDURES
1414,Bilateral Wax Removal,35000.0,PROCEDURES
1415,Plaster of Paris Upper arm U-slab,90000.0,PROCEDURES
1416,Local Anaesthesia,15000.0,PROCEDURES
1417,Plaster of Paris Long arm,100000.0,PROCEDURES
1418,Umblical Venous Catheterisation,37500.0,PROCEDURES
1419,Circumcision,20000.0,PROCEDURES
1420,Central Vein Catheterisation,67500.0,PROCEDURES
1421,Minor Anaesthesia Fee,55000.0,PROCEDURES
1422,Minor Lid Repair,40500.0,PROCEDURES
1423,Simple Manipulation Of Dislocation Or Closed Fracture,37500.0,PROCEDURES
1424,Minor Theater Fee,20000.0,PROCEDURES
1425,Arthrotomy of small joint,75000.0,PROCEDURES
1426,Aspiration of subcutaneous haematoma,75000.0,PROCEDURES
1427,Aural toiletting ,5000.0,PROCEDURES
1428,Cauterisation including cryotherapy to conjunctival lesion,5000.0,PROCEDURES
1429,Change of cast without general anaesthetic,25000.0,PROCEDURES
1430,Dilatation of the urethra ,65000.0,PROCEDURES
1431,Drainage of conjunctival cyst,15000.0,PROCEDURES
1432,"Drainage of peritonsillar abscess ""quinsy"" ",35000.0,PROCEDURES
1433,Examination or manipulation of joint under anaesthetic with or without injection ,30000.0,PROCEDURES
1434,Freeing of adhesions of tongue,30000.0,PROCEDURES
1435,Incision and drainage not elsewhere covered ,30000.0,PROCEDURES
1436,Injection around apophyseal facets of vertebrae,60000.0,PROCEDURES
1437,Injections into joints without Xray control,60000.0,PROCEDURES
1438,Introduction of substance into pleural cavity with chest drain,20000.0,PROCEDURES
1439,Introduction of substance into skin including hormone pellet ,10000.0,PROCEDURES
1440,Needle biopsy of synovium,28160.0,PROCEDURES
1441,Needle or tru-cut biopsy of muscle,28160.0,PROCEDURES
1442,Orbital injection,15000.0,PROCEDURES
1443,Packing of cavity of nose ,6000.0,PROCEDURES
1444,Paracentesis abdominis for ascites,15000.0,PROCEDURES
1445,Probing of nasolacrimal system with or without syringing and irrigation,22500.0,PROCEDURES
1446,Reinforcement of Plaster of paris for child ,35000.0,PROCEDURES
1447,Removal of corneal suture,15000.0,PROCEDURES
1448,Removal of foreign body from cavity of nose,22500.0,PROCEDURES
1449,Subconjunctival injection,16200.0,PROCEDURES
1450,Suture of eyebrow,10000.0,PROCEDURES
1451,Tendon sheath injection,10800.0,PROCEDURES
1452,Sedation and LA,27500.0,PROCEDURES
1453,Arterial Catheterisation,45000.0,PROCEDURES
1454,Plaster of Paris Below Elbow,85000.0,PROCEDURES
1455,Above Knee cast,125000.0,PROCEDURES
1456,Excision or Marsupialisation of Bartholin cyst,85000.0,PROCEDURES
1457,Central Line,45000.0,PROCEDURES
1458,Plaster of Paris Below Knee,85000.0,PROCEDURES
1459,Fine needle aspiration of parotid gland,45000.0,PROCEDURES
1460,"Injection into subcutaneous tissue or painful trigger point under local anaesthetic and
 steriod",45000.0,PROCEDURES
1461,Unilateral varicose vein injection sclerotherapy,45000.0,PROCEDURES
1462,Fine Needle Aspiration for Cytology,45000.0,PROCEDURES
1463,Punch biopsy of cervix uteri,65000.0,PROCEDURES
1464,Central Veinous Catheterisation procedure alone ,45000.0,PROCEDURES
1465,Above Elbow cast,85000.0,PROCEDURES
1466,Excision of ganglion,45000.0,PROCEDURES
1467,Dilation of Urethra including cystoscopy ,75000.0,PROCEDURES
1468,Plaster of Paris Long Arm cast,85000.0,PROCEDURES
1469,Anorectal stretch,59000.0,PROCEDURES
1470,Cauterisation of lesion of cervix uteri including loop diathermy ,59000.0,PROCEDURES
1471,Curettage or cryotherapy of lesion of eyelid,39400.0,PROCEDURES
1472,Destruction of lesion of anus,50000.0,PROCEDURES
1473,Diathermy of urethral caruncle,59100.0,PROCEDURES
1474,Division of adhesions of turbinate of nose and bilateral ,39400.0,PROCEDURES
1475,Drainage of lesion of eyelid,39400.0,PROCEDURES
1476,Drainage of lesion of skin including abscess,50000.0,PROCEDURES
1477,Examination of ear under general anaesthetic ,60000.0,PROCEDURES
1478,Excision of lesion of external nose,35000.0,PROCEDURES
1479,Excision of lesion of eyelid,40000.0,PROCEDURES
1480,Excision of urethral caruncle,50000.0,PROCEDURES
1481,Exploration of conjunctiva including removal of foreign body ,39400.0,PROCEDURES
1482,Faecal disimpaction,39400.0,PROCEDURES
1483,Incision of lacrimal sac,39400.0,PROCEDURES
1484,Injection of sclerosing substance into haemorrhoids,39400.0,PROCEDURES
1485,Injection of therapeutic substance into CSF,39400.0,PROCEDURES
1486,Lumbar puncture including spinal manometry ,39400.0,PROCEDURES
1487,Myringotomy and bilateral ,50000.0,PROCEDURES
1488,Removal of foreign body from external auditory canal and bilateral ,60000.0,PROCEDURES
1489,Secondary suture of skin,50000.0,PROCEDURES
1490,Suction clearance of middle ear ,50000.0,PROCEDURES
1491,Therapeutic local anaesthetic or aspiration large joint single,58000.0,PROCEDURES
1492,Deep Corneal Foreign Body Removal,39600.0,PROCEDURES
1493,Foreign Body Removal,39600.0,PROCEDURES
1494,Banding of haemorrhoids or piles,60000.0,PROCEDURES
1495,Central venous canulation,48500.0,PROCEDURES
1496,Intermediate Theater Fee,42520.0,PROCEDURES
1497,EUA of rectum,44560.0,PROCEDURES
1498,Examination of rectum under anaesthetic ,44560.0,PROCEDURES
1499,Plaster of Paris Hip Spica,150000.0,PROCEDURES
1500,Change of cast under general anaesthetic,80000.0,PROCEDURES
1501,Core biopsy of breast lump,90000.0,PROCEDURES
1502,Core biopsy of lesion of breast,90000.0,PROCEDURES
1503,Corneal scraping for culture,90000.0,PROCEDURES
1504,Correction of trichiasis by electrolysis or diathermy or cryotherapy or laser,90000.0,PROCEDURES
1505,Dilatation of parotid duct,90000.0,PROCEDURES
1506,Endometrial biopsy or aspiration,90000.0,PROCEDURES
1507,Examination of vagina under anaes. as sole procedure,90000.0,PROCEDURES
1508,Excision of anal fissure,90000.0,PROCEDURES
1509,Excision of lesion of internal nose,90000.0,PROCEDURES
1510,"Excision of lesion of skin or subcutaneous tissue up to three, Head and Neck",90000.0,PROCEDURES
1511,"Excision of lesion of skin or subcutaneous tissue up to three, Trunk and Limbs",90000.0,PROCEDURES
1512,Full or partial thickness rectal biopsy,90000.0,PROCEDURES
1513,Incision and Drainage perianal or ischiorectal abscess ,90000.0,PROCEDURES
1514,"Incision or drainage of abscess or haematoma of salivary glands i.e. including
 submandibular, parotid and sublingual glands ",90000.0,PROCEDURES
1515,Nasal septum cauterisation and bilateral ,90000.0,PROCEDURES
1516,Percutaneous suction core biopsy,90000.0,PROCEDURES
1517,Percutaneous tenotomy,90000.0,PROCEDURES
1518,Prostate needle biopsy,90000.0,PROCEDURES
1519,Removal of foreign body from urethra,90000.0,PROCEDURES
1520,Removal of percutaneous wire,90000.0,PROCEDURES
1521,Removal of skeletal traction from bone,90000.0,PROCEDURES
1522,Removal of superficial corneal foreign body,90000.0,PROCEDURES
1523,Repair of pinna,90000.0,PROCEDURES
1524,Surgical correction of trichiasis or upper lid entropion including graft or flap,90000.0,PROCEDURES
1525,Suture of eyelid laceration ,90000.0,PROCEDURES
1526,Therapeutic local anaesthetic or aspiration- large joint more than 1 joint,90000.0,PROCEDURES
1527,Therapeutic local anaesthetic or aspiration- small joint single,90000.0,PROCEDURES
1528,Cervical Laceration Repair,45460.0,PROCEDURES
1529,Dilation of stricture of rectum,70920.0,PROCEDURES
1530,"Foreign Body Removal Ear, eye, nose ",47520.0,PROCEDURES
1531,Intermediate /MAJOR Anaesthesia Fee,72900.0,PROCEDURES
1532,Plaster of Paris Long Leg cast,150000.0,PROCEDURES
1533,Antral puncture and wash-out and bilateral ,74250.0,PROCEDURES
1534,Cystoscopy and removal of transplant stent,90000.0,PROCEDURES
1535,Debridement and toilet of wounds,49500.0,PROCEDURES
1536,Debridement of wound and surgical toilet over 25cm2 in area,49500.0,PROCEDURES
1537,Debridement of wound and surgical toilet up to 25cm2 in area,49500.0,PROCEDURES
1538,"Dilatation of cervix uteri and curettage of uterus including polypectomy and diathermy
 of cervix",49500.0,PROCEDURES
1539,Dressing of burn of skin or subcutaneous tissue up to 10%,25000.0,PROCEDURES
1540,Dressing of burn of skin or subcutaneous tissue up to 25%,49500.0,PROCEDURES
1541,Dressing of burn of skin or subcutaneous tissue greater than 25%,60000.0,PROCEDURES
1542,Dressing of burn of skin or subcutaneous tissue less than 2%,10000.0,PROCEDURES
1543,Excision of lesion of anus,49500.0,PROCEDURES
1544,Excision of lesion of cornea,49500.0,PROCEDURES
1545,Excision of lesion of external auditory canal,60000.0,PROCEDURES
1546,Excision or biopsy of conjunctival lesion,49500.0,PROCEDURES
1547,Frenotomy or frenectomy of tongue,60000.0,PROCEDURES
1548,Injection into anterior chamber,60000.0,PROCEDURES
1549,Injections into joints under  Xray control,60000.0,PROCEDURES
1550,Intravenous regional sympathetic block guanethidine block 1 injection,60000.0,PROCEDURES
1551,Irrigation or aspiration of anterior chamber,60000.0,PROCEDURES
1552,Lateral sphincterotomy,49500.0,PROCEDURES
1553,Lateral sphincterotomy of anus,49500.0,PROCEDURES
1554,Oesophageal physiology studies including pH measurement and manometry ,49500.0,PROCEDURES
1555,Paravertebral block up to two levels without  Xray control ,49500.0,PROCEDURES
1556,Percutaneous fine needle biopsy of lesion of kidney,49500.0,PROCEDURES
1557,"Polypectomy of internal nose and bilateral, including endoscopic ",250000.0,PROCEDURES
1558,Reinforcement of Plaster of paris Adult ,45000.0,PROCEDURES
1559,Removal of prosthesis from ureter,49500.0,PROCEDURES
1560,Repair of tendon of foot extensor,49500.0,PROCEDURES
1561,Repair of tendon of foot flexor,49500.0,PROCEDURES
1562,Retinal examination under anaesthetic including retinopexy if necessary,49500.0,PROCEDURES
1563,Stellate ganglion block local anaesthetic ,49500.0,PROCEDURES
1564,"Surgical toilet and debridement of deep wound, including traumatic or post- operative
 aetiology",75000.0,PROCEDURES
1565,Suture of conjunctiva,49500.0,PROCEDURES
1566,Suture of lip,60000.0,PROCEDURES
1567,Therapeutic local anaesthetic or aspiration of joint under imaging control,49500.0,PROCEDURES
1568,Therapeutic local anaesthetic or aspiration- small joint more than 1 joint,60000.0,PROCEDURES
1569,Wedge excision or avulsion of nail including chemical ablation of nail bed,100000.0,PROCEDURES
1570,"Hysteroscopy including biopsy, dilation, curettage and polypectomy
 mirena coil insertion",250000.0,PROCEDURES
1571,Wart Excision Multiple or >2cm ,100000.0,PROCEDURES
1572,Curettage or cryotherapy of lesion of skin including cauterisation up to three,130000.0,PROCEDURES
1573,Stab cystostomy,130000.0,PROCEDURES
1574,Bilateral Antral Washout Bawo ,130000.0,PROCEDURES
1575,Core biopsy of thyroid gland,54000.0,PROCEDURES
1576,Coronary angioplasty standby team,54000.0,PROCEDURES
1577,Diagnostic Aspiration and or or trephine biopsy of bone marrow,54000.0,PROCEDURES
1578,Drainage of haematoma or abscess of pinna,100000.0,PROCEDURES
1579,Drainage of large subcutaneous abscess or haematoma,130000.0,PROCEDURES
1580,Drainage of pleural cavity,54000.0,PROCEDURES
1581,"Drainage through perineal region including ischio-rectal abscess including
 sigmoidoscopy ",54000.0,PROCEDURES
1582,Epidural injection lumbar or caudal ,75000.0,PROCEDURES
1583,Excision or suture eyebrow,65000.0,PROCEDURES
1584,Excision of cervical lymph node,65000.0,PROCEDURES
1585,Excision of ectopic bone,150000.0,PROCEDURES
1586,Excision of ectopic bone around a total hip replacement,150000.0,PROCEDURES
1587,Excision of lesion of eyebrow,130000.0,PROCEDURES
1588,Excision of pterygium,120000.0,PROCEDURES
