TYPE,TOTAL,TARIFF_TYPE,S/N,TARIFF NAME,PRICE
,,IMAGING,1201,Xray X-Ray Temporomandibular Joint (TMJ) Right Side,8400.0
,,IMAGING,1202,Ultrasound Abdomen & Pelvis (whole Abdomen),8352.0
,,OPTICAL,1203,Acular eye drop (5ml),2500.0
,,OPTICAL,1204,Acyvir,2800.0
,,OPTICAL,1205,AFM- T eyedrop,2100.0
,,OPTICAL,1206,Allerex eye drop,1500.0
,,OPTICAL,1207,Alomide eye drop 10mls,2000.0
,,OPTICAL,1208,Antallerge eye drop,1500.0
,,OPTICAL,1209,Aristobet N eye drop,1500.0
,,OPTICAL,1210,Aristobet N ointment,1500.0
,,OPTICAL,1211,Artificial tears,1500.0
,,OPTICAL,1212,Atropine eye drop,2100.0
,,OPTICAL,1213,Augmentin 1g tablet,250.0
,,OPTICAL,1214,Azopt eye drop,4158.0
,,OPTICAL,1215,Benaycline ointment,1200.0
,,OPTICAL,1216,Beoptic n ointment,1200.0
,,OPTICAL,1217,Betadrone n eye drop,1500.0
,,OPTICAL,1218,Betadrone n ointment,1200.0
,,OPTICAL,1219,Betnesol-n eye drop,1500.0
,,OPTICAL,1220,Betoptic eye drop,1200.0
,,OPTICAL,1221,Biotic eye/ear drop,1000.0
,,OPTICAL,1222,Brimonidine eye drop,3000.0
,,OPTICAL,1223,Carbomer gel,2100.0
,,OPTICAL,1224,Catrix eyedrop,3000.0
,,OPTICAL,1225,Chlormaphenicol eye drop,1200.0
,,OPTICAL,1226,Chlormaphenicol ointment,1000.0
,,OPTICAL,1227,Chymoral tab,35.0
,,OPTICAL,1228,Ciloxan eye drop,1500.0
,,OPTICAL,1229,Ciprofloxacin  eye drop,1500.0
,,OPTICAL,1230,Clamprost eyedrop,4900.0
,,OPTICAL,1231,Cosopt eye drop branded,4000.0
,,OPTICAL,1232,Cosopt eye drop unbranded,2500.0
,,OPTICAL,1233,Cromax eye drop,1200.0
,,OPTICAL,1234,Crysoptic drop,1500.0
,,OPTICAL,1235,Cusicrom eye drop,1200.0
,,OPTICAL,1236,Cyclopentolate eye drop,3000.0
,,OPTICAL,1237,Dextracin eye drop,1000.0
,,OPTICAL,1238,Diamox 250mg tab,50.0
,,OPTICAL,1239,Diclofenac  eye drop,1000.0
,,OPTICAL,1240,Diclofenac tablet,35.0
,,OPTICAL,1241,Difenasol eyedrop,1400.0
,,OPTICAL,1242,Efemoline  eye drop,2000.0
,,OPTICAL,1243,Epefenac eye drop,1500.0
,,OPTICAL,1244,Evolve eye drop,1800.0
,,OPTICAL,1245,Flucamed eye drop,1500.0
,,OPTICAL,1246,Flurbiprofen eyedrop,1800.0
,,OPTICAL,1247,Gentamicin eye drop,1000.0
,,OPTICAL,1248,Hypomer gel,2000.0
,,OPTICAL,1249,Hypotears eye drop,2500.0
,,OPTICAL,1250,Hypromellose  eye drop ,1500.0
,,OPTICAL,1251,Ivycrom,1500.0
,,OPTICAL,1252,Ivyflur,1500.0
,,OPTICAL,1253,Ivysine eye drop,1500.0
,,OPTICAL,1254,Ivysolone ophthalmic susp.,1500.0
,,OPTICAL,1255,Ivytimol eye drop 0.5% 5ml,1500.0
,,OPTICAL,1256,Ivyzinc,1500.0
,,OPTICAL,1257,Ivyzozan eye/eardrop 5ml,1500.0
,,OPTICAL,1258,Ketotifen eye drop,1800.0
,,OPTICAL,1259,Lacrimol  eye drop,1000.0
,,OPTICAL,1260,Levofloxacin eye drop,1500.0
,,OPTICAL,1261,Loratadine tablet per tab,50.0
,,OPTICAL,1262,Maladex eyedrop,1800.0
,,OPTICAL,1263,Malvidex eyedrop,1800.0
,,OPTICAL,1264,Maxidex eye drop,1200.0
,,OPTICAL,1265,Maxitears,1500.0
,,OPTICAL,1266,Maxitrol eye drop,1500.0
,,OPTICAL,1267,Maxitrol ointment,1500.0
,,OPTICAL,1268,Microsol,1500.0
,,OPTICAL,1269,Moxifloxacin eye drop,1500.0
,,OPTICAL,1270,Neomdexsol eye drop,1500.0
,,OPTICAL,1271,Neopresol eye drop,1500.0
,,OPTICAL,1272,Nyolol 0.5% eye drop,1500.0
,,OPTICAL,1273,Nyolol gel ,1800.0
,,OPTICAL,1274,Okacin(lomefloxacin) eye drop,1200.0
,,OPTICAL,1275,Olopatadine,1800.0
,,OPTICAL,1276,Optrex eye drop,1500.0
,,OPTICAL,1277,Phacovit eyedrop,2800.0
,,OPTICAL,1278,Piriton tab,30.0
,,OPTICAL,1279,Prednisolone tablet,30.0
,,OPTICAL,1280,Slow k tablet,75.0
,,OPTICAL,1281,Sodium chromoglycate eye drop,1200.0
,,OPTICAL,1282,Spersallerg eye drop,1200.0
,,OPTICAL,1283,Sphex eye drop,1800.0
,,OPTICAL,1284,Stadex eyedrop,1800.0
,,OPTICAL,1285,Tear naturale eye drop,1200.0
,,OPTICAL,1286,Terramycin ointment,1200.0
,,OPTICAL,1287,Timolol 0.5% eye drop,1500.0
,,OPTICAL,1288,Timomed eyedrop,1500.0
,,OPTICAL,1289,Tobramycin eye drop,1500.0
,,OPTICAL,1290,Tobramycin ointment ,1200.0
,,OPTICAL,1291,Travatan eye drop ,6750.0
,,OPTICAL,1292,Travatan ointment ,5000.0
,,OPTICAL,1293,Tropicamide eye drop,2000.0
,,OPTICAL,1294,Tropicamide plus eye drop,2700.0
,,OPTICAL,1295,Vistulent eyedrop,2400.0
,,OPTICAL,1296,Vitamin A,10.0
,,OPTICAL,1297,Vitamin B Complex,10.0
,,OPTICAL,1298,Vitamin C,10.0
,,OPTICAL,1299,Vitaprocin ointment,1500.0
,,OPTICAL,1300,Vitaprost eyedrop,4500.0
,,OPTICAL,1301,Voltaren eye drop,1550.0
,,OPTICAL,1302,Xalacom eyedrop,5000.0
,,OPTICAL,1303,Xalatan eye drop,4000.0
,,OPTICAL,1304,Zaditen  eye drop ,2000.0
,,OPTICAL,1305,Zaditen syrup 100mls,2250.0
,,OPTICAL,1306,A scan,7000.0
,,OPTICAL,1307,Angle - gonioscopy,8000.0
,,OPTICAL,1308,Anterior segment oct,18000.0
,,OPTICAL,1309,B scan,9000.0
,,OPTICAL,1310,Cataract surgery (SICS),134400.0
,,OPTICAL,1311,Central visual field CVF,3200.0
,,OPTICAL,1312,Chalazion removal,22000.0
,,OPTICAL,1313,Conformer,12960.0
,,OPTICAL,1314,Conjunctival excision,7560.0
,,OPTICAL,1315,Conjunctival foreign body removal,8000.0
,,OPTICAL,1316,Corneo - scleral repair,45000.0
,,OPTICAL,1317,Cvf both eyes,6000.0
,,OPTICAL,1318,Cvf one eye,3200.0
,,OPTICAL,1319,Cycloplegic refraction,6480.0
,,OPTICAL,1320,Deep corneal foreign body removal,28000.0
,,OPTICAL,1321,Dermoid cyst excision,129600.0
,,OPTICAL,1322,Dilated fundoscopy,1800.0
,,OPTICAL,1323,Dilation,1000.0
,,OPTICAL,1324,Entropion or ectropion surgery,40000.0
,,OPTICAL,1325,Epilation,3240.0
,,OPTICAL,1326,Eye dressing,2500.0
,,OPTICAL,1327,Foreign body removal (penetrating),6000.0
,,OPTICAL,1328,Foreign body removal (superficial),4000.0
,,OPTICAL,1329,Fundoscopy direct ophthalmoscopy,2000.0
,,OPTICAL,1330,Fundus photography (both eyes),10000.0
,,OPTICAL,1331,Fundus photography (one eye),5500.0
,,OPTICAL,1332,Glaucoma phasing,8000.0
,,OPTICAL,1333,Gonioscopy,5000.0
,,OPTICAL,1334,Hordeolum curettage,25000.0
,,OPTICAL,1335,Indirect ophthalmosocopy,8000.0
,,OPTICAL,1336,Intravitral injection,200000.0
,,OPTICAL,1337,Iol calculation,2700.0
,,OPTICAL,1338,Iris repair,40000.0
,,OPTICAL,1339,Irrigation,2160.0
,,OPTICAL,1340,Keratometry,2700.0
,,OPTICAL,1341,Laser capsulotomy,40000.0
,,OPTICAL,1342,Laser iridotomy single eye,40000.0
,,OPTICAL,1343,Laser iridotomy both eyes,75600.0
,,OPTICAL,1344,Laser trabeculoplasty both eyes (special),194400.0
,,OPTICAL,1345,Laser trabeculoplasty one eye,97200.0
,,OPTICAL,1346,Lid abscess drainage,38000.0
,,OPTICAL,1347,Minor lid surgery,32000.0
,,OPTICAL,1348,OCT single eye,18000.0
,,OPTICAL,1349,OCT both eyes,32000.0
,,OPTICAL,1350,Ophthalmologist first consultation,5000.0
,,OPTICAL,1351,Ophthalmologist followup consultation,3000.0
,,OPTICAL,1352,Optometrist consultation,2500.0
,,OPTICAL,1353,Optometrist follow up,2000.0
,,OPTICAL,1354,Pachymetry both eyes,7500.0
,,OPTICAL,1355,Pachymetry one eye,3500.0
,,OPTICAL,1356,Phacoemulsification surgery,453600.0
,,OPTICAL,1357,Pterygium excision,86400.0
,,OPTICAL,1358,Refraction,2000.0
,,OPTICAL,1359,Optical registration,1000.0
,,OPTICAL,1360,ROP screening,5400.0
,,OPTICAL,1361,Schimer’s test,3000.0
,,OPTICAL,1362,Scleral shell,10000.0
,,OPTICAL,1363,Slit lamp examination,1800.0
,,OPTICAL,1364,Subconjunctival injections,2916.0
,,OPTICAL,1365,Tonometry,2100.0
,,OPTICAL,1366,Trabeculectomy,100000.0
,,OPTICAL,1367,Visual acuity,1500.0
,,OPTICAL,1368,Visual test,3240.0
,,OPTICAL,1369,YAG iridotomy or capsulotomy,45000.0
,,OPTICAL,1370,Fused bifocal transition /AR,22000.0
,,OPTICAL,1371,Fused bifocal white,10000.0
,,OPTICAL,1372,Invisible bifocal anti-reflective ,22000.0
,,OPTICAL,1373,Invisible bifocal blue cut transition,33000.0
,,OPTICAL,1374,Invisible bifocal transition /AR,28000.0
,,OPTICAL,1375,Invisible bifocal white,15000.0
,,OPTICAL,1376,Single vision anti-reflective,12000.0
,,OPTICAL,1377,Single vision blue cut transition,28000.0
,,OPTICAL,1378,Single vision bluecoat ,25000.0
,,OPTICAL,1379,Single vision transition/AR ,15000.0
,,OPTICAL,1380,Single vision white,7000.0
,,OPTICAL,1381,VARilux anti-reflective,27000.0
,,OPTICAL,1382,VARilux blue cut transition,45000.0
,,OPTICAL,1383,VARilux transition /AR,42000.0
,,OPTICAL,1384,VARilux white,28000.0
,,IMMUNIZATIONS,1385,BCG,6000.0
,,IMMUNIZATIONS,1386,Chicken pox,15000.0
,,IMMUNIZATIONS,1387,Cholera vaccine Shancol,10000.0
,,IMMUNIZATIONS,1388,DPT,1000.0
,,IMMUNIZATIONS,1389,Flu vaccine (influenza),8000.0
,,IMMUNIZATIONS,1390,Hepatitis A,10000.0
,,IMMUNIZATIONS,1391,Hepatitis B,4000.0
,,IMMUNIZATIONS,1392,Hexaxim,8000.0
,,IMMUNIZATIONS,1393,Hib Vaccine,5000.0
,,IMMUNIZATIONS,1394,Injectable polio vaccine IPV,4500.0
,,IMMUNIZATIONS,1395,Measles,6000.0
,,IMMUNIZATIONS,1396,Meningitis,8000.0
,,IMMUNIZATIONS,1397,MMR,12000.0
,,IMMUNIZATIONS,1398,OPV,3500.0
,,IMMUNIZATIONS,1399,Pentavalent,6500.0
,,IMMUNIZATIONS,1400,Pneumocccal conjugate vaccine (PCV),8000.0
,,IMMUNIZATIONS,1401,Rotavirus,10000.0
,,IMMUNIZATIONS,1402,Tetanus vaccine,4000.0
,,IMMUNIZATIONS,1403,Tetraxim,5000.0
,,IMMUNIZATIONS,1404,Vitamin A,4500.0
,,IMMUNIZATIONS,1405,Yellow fever,4500.0
,,IMMUNIZATIONS,1406,Cervarix,25000.0
,,IMMUNIZATIONS,1407,Gardasil,50000.0
,,IMMUNIZATIONS,1408,Chicken Pox vaccine,38000.0
,,PROCEDURES,1409,Removal Of In Growing Toe Nail,80000.0
,,PROCEDURES,1410,Wound Dressing Less than 2% ,2500.0
,,PROCEDURES,1411,Ear Piercing,5000.0
,,PROCEDURES,1412,Removal of Jadel Implant,13770.0
,,PROCEDURES,1413,IUCD Insertion,35000.0
,,PROCEDURES,1414,Change of catheter,5000.0
,,PROCEDURES,1415,Urethral Bougienage,16200.0
,,PROCEDURES,1416,Wound Dressing 2-10% ,5000.0
,,PROCEDURES,1417,Change of Central Venous Catheter,22500.0
,,PROCEDURES,1418,Ear Syringing (SINGLE),15000.0
,,PROCEDURES,1419,Ear Toiletting (SINGLE),15000.0
,,PROCEDURES,1420,Toileting and Packing,20000.0
,,PROCEDURES,1421,Wound Dressing >10-25% ,10000.0
,,PROCEDURES,1422,Suturing of Laceration,20000.0
,,PROCEDURES,1423,Paediatric Lumbar Puncture,35000.0
,,PROCEDURES,1424,Bilateral Wax Removal,35000.0
,,PROCEDURES,1425,Plaster of Paris Upper arm U-slab,90000.0
,,PROCEDURES,1426,Local Anaesthesia,15000.0
,,PROCEDURES,1427,Plaster of Paris Long arm,100000.0
,,PROCEDURES,1428,Umblical Venous Catheterisation,37500.0
,,PROCEDURES,1429,Circumcision,20000.0
,,PROCEDURES,1430,Central Vein Catheterisation,67500.0
,,PROCEDURES,1431,Minor Anaesthesia Fee,55000.0
,,PROCEDURES,1432,Minor Lid Repair,40500.0
,,PROCEDURES,1433,Simple Manipulation Of Dislocation Or Closed Fracture,37500.0
,,PROCEDURES,1434,Minor Theater Fee,20000.0
,,PROCEDURES,1435,Arthrotomy of small joint,75000.0
,,PROCEDURES,1436,Aspiration of subcutaneous haematoma,75000.0
,,PROCEDURES,1437,Aural toiletting ,5000.0
,,PROCEDURES,1438,Cauterisation including cryotherapy to conjunctival lesion,5000.0
,,PROCEDURES,1439,Change of cast without general anaesthetic,25000.0
,,PROCEDURES,1440,Dilatation of the urethra ,65000.0
,,PROCEDURES,1441,Drainage of conjunctival cyst,15000.0
,,PROCEDURES,1442,"Drainage of peritonsillar abscess ""quinsy"" ",35000.0
,,PROCEDURES,1443,Examination or manipulation of joint under anaesthetic with or without injection ,30000.0
,,PROCEDURES,1444,Freeing of adhesions of tongue,30000.0
,,PROCEDURES,1445,Incision and drainage not elsewhere covered ,30000.0
,,PROCEDURES,1446,Injection around apophyseal facets of vertebrae,60000.0
,,PROCEDURES,1447,Injections into joints without Xray control,60000.0
,,PROCEDURES,1448,Introduction of substance into pleural cavity with chest drain,20000.0
,,PROCEDURES,1449,Introduction of substance into skin including hormone pellet ,10000.0
,,PROCEDURES,1450,Needle biopsy of synovium,28160.0
,,PROCEDURES,1451,Needle or tru-cut biopsy of muscle,28160.0
,,PROCEDURES,1452,Orbital injection,15000.0
,,PROCEDURES,1453,Packing of cavity of nose ,6000.0
,,PROCEDURES,1454,Paracentesis abdominis for ascites,15000.0
,,PROCEDURES,1455,Probing of nasolacrimal system with or without syringing and irrigation,22500.0
,,PROCEDURES,1456,Reinforcement of Plaster of paris for child ,35000.0
,,PROCEDURES,1457,Removal of corneal suture,15000.0
,,PROCEDURES,1458,Removal of foreign body from cavity of nose,22500.0
,,PROCEDURES,1459,Subconjunctival injection,16200.0
,,PROCEDURES,1460,Suture of eyebrow,10000.0
,,PROCEDURES,1461,Tendon sheath injection,10800.0
,,PROCEDURES,1462,Sedation and LA,27500.0
,,PROCEDURES,1463,Arterial Catheterisation,45000.0
,,PROCEDURES,1464,Plaster of Paris Below Elbow,85000.0
,,PROCEDURES,1465,Above Knee cast,125000.0
,,PROCEDURES,1466,Excision or Marsupialisation of Bartholin cyst,85000.0
,,PROCEDURES,1467,Central Line,45000.0
,,PROCEDURES,1468,Plaster of Paris Below Knee,85000.0
,,PROCEDURES,1469,Fine needle aspiration of parotid gland,45000.0
,,PROCEDURES,1470,"Injection into subcutaneous tissue or painful trigger point under local anaesthetic and
 steriod",45000.0
,,PROCEDURES,1471,Unilateral varicose vein injection sclerotherapy,45000.0
,,PROCEDURES,1472,Fine Needle Aspiration for Cytology,45000.0
,,PROCEDURES,1473,Punch biopsy of cervix uteri,65000.0
,,PROCEDURES,1474,Central Veinous Catheterisation procedure alone ,45000.0
,,PROCEDURES,1475,Above Elbow cast,85000.0
,,PROCEDURES,1476,Excision of ganglion,45000.0
,,PROCEDURES,1477,Dilation of Urethra including cystoscopy ,75000.0
,,PROCEDURES,1478,Plaster of Paris Long Arm cast,85000.0
,,PROCEDURES,1479,Anorectal stretch,59000.0
,,PROCEDURES,1480,Cauterisation of lesion of cervix uteri including loop diathermy ,59000.0
,,PROCEDURES,1481,Curettage or cryotherapy of lesion of eyelid,39400.0
,,PROCEDURES,1482,Destruction of lesion of anus,50000.0
,,PROCEDURES,1483,Diathermy of urethral caruncle,59100.0
,,PROCEDURES,1484,Division of adhesions of turbinate of nose and bilateral ,39400.0
,,PROCEDURES,1485,Drainage of lesion of eyelid,39400.0
,,PROCEDURES,1486,Drainage of lesion of skin including abscess,50000.0
,,PROCEDURES,1487,Examination of ear under general anaesthetic ,60000.0
,,PROCEDURES,1488,Excision of lesion of external nose,35000.0
,,PROCEDURES,1489,Excision of lesion of eyelid,40000.0
,,PROCEDURES,1490,Excision of urethral caruncle,50000.0
,,PROCEDURES,1491,Exploration of conjunctiva including removal of foreign body ,39400.0
,,PROCEDURES,1492,Faecal disimpaction,39400.0
,,PROCEDURES,1493,Incision of lacrimal sac,39400.0
,,PROCEDURES,1494,Injection of sclerosing substance into haemorrhoids,39400.0
,,PROCEDURES,1495,Injection of therapeutic substance into CSF,39400.0
,,PROCEDURES,1496,Lumbar puncture including spinal manometry ,39400.0
,,PROCEDURES,1497,Myringotomy and bilateral ,50000.0
,,PROCEDURES,1498,Removal of foreign body from external auditory canal and bilateral ,60000.0
,,PROCEDURES,1499,Secondary suture of skin,50000.0
,,PROCEDURES,1500,Suction clearance of middle ear ,50000.0
,,PROCEDURES,1501,Therapeutic local anaesthetic or aspiration large joint single,58000.0
,,PROCEDURES,1502,Deep Corneal Foreign Body Removal,39600.0
,,PROCEDURES,1503,Foreign Body Removal,39600.0
,,PROCEDURES,1504,Banding of haemorrhoids or piles,60000.0
,,PROCEDURES,1505,Central venous canulation,48500.0
,,PROCEDURES,1506,Intermediate Theater Fee,42520.0
,,PROCEDURES,1507,EUA of rectum,44560.0
,,PROCEDURES,1508,Examination of rectum under anaesthetic ,44560.0
,,PROCEDURES,1509,Plaster of Paris Hip Spica,150000.0
,,PROCEDURES,1510,Change of cast under general anaesthetic,80000.0
,,PROCEDURES,1511,Core biopsy of breast lump,90000.0
,,PROCEDURES,1512,Core biopsy of lesion of breast,90000.0
,,PROCEDURES,1513,Corneal scraping for culture,90000.0
,,PROCEDURES,1514,Correction of trichiasis by electrolysis or diathermy or cryotherapy or laser,90000.0
,,PROCEDURES,1515,Dilatation of parotid duct,90000.0
,,PROCEDURES,1516,Endometrial biopsy or aspiration,90000.0
,,PROCEDURES,1517,Examination of vagina under anaes. as sole procedure,90000.0
,,PROCEDURES,1518,Excision of anal fissure,90000.0
,,PROCEDURES,1519,Excision of lesion of internal nose,90000.0
,,PROCEDURES,1520,"Excision of lesion of skin or subcutaneous tissue up to three, Head and Neck",90000.0
,,PROCEDURES,1521,"Excision of lesion of skin or subcutaneous tissue up to three, Trunk and Limbs",90000.0
,,PROCEDURES,1522,Full or partial thickness rectal biopsy,90000.0
,,PROCEDURES,1523,Incision and Drainage perianal or ischiorectal abscess ,90000.0
,,PROCEDURES,1524,"Incision or drainage of abscess or haematoma of salivary glands i.e. including
 submandibular, parotid and sublingual glands ",90000.0
,,PROCEDURES,1525,Nasal septum cauterisation and bilateral ,90000.0
,,PROCEDURES,1526,Percutaneous suction core biopsy,90000.0
,,PROCEDURES,1527,Percutaneous tenotomy,90000.0
,,PROCEDURES,1528,Prostate needle biopsy,90000.0
,,PROCEDURES,1529,Removal of foreign body from urethra,90000.0
,,PROCEDURES,1530,Removal of percutaneous wire,90000.0
,,PROCEDURES,1531,Removal of skeletal traction from bone,90000.0
,,PROCEDURES,1532,Removal of superficial corneal foreign body,90000.0
,,PROCEDURES,1533,Repair of pinna,90000.0
,,PROCEDURES,1534,Surgical correction of trichiasis or upper lid entropion including graft or flap,90000.0
,,PROCEDURES,1535,Suture of eyelid laceration ,90000.0
,,PROCEDURES,1536,Therapeutic local anaesthetic or aspiration- large joint more than 1 joint,90000.0
,,PROCEDURES,1537,Therapeutic local anaesthetic or aspiration- small joint single,90000.0
,,PROCEDURES,1538,Cervical Laceration Repair,45460.0
,,PROCEDURES,1539,Dilation of stricture of rectum,70920.0
,,PROCEDURES,1540,"Foreign Body Removal Ear, eye, nose ",47520.0
,,PROCEDURES,1541,Intermediate /MAJOR Anaesthesia Fee,72900.0
,,PROCEDURES,1542,Plaster of Paris Long Leg cast,150000.0
,,PROCEDURES,1543,Antral puncture and wash-out and bilateral ,74250.0
,,PROCEDURES,1544,Cystoscopy and removal of transplant stent,90000.0
,,PROCEDURES,1545,Debridement and toilet of wounds,49500.0
,,PROCEDURES,1546,Debridement of wound and surgical toilet over 25cm2 in area,49500.0
,,PROCEDURES,1547,Debridement of wound and surgical toilet up to 25cm2 in area,49500.0
,,PROCEDURES,1548,"Dilatation of cervix uteri and curettage of uterus including polypectomy and diathermy
 of cervix",49500.0
,,PROCEDURES,1549,Dressing of burn of skin or subcutaneous tissue up to 10%,25000.0
,,PROCEDURES,1550,Dressing of burn of skin or subcutaneous tissue up to 25%,49500.0
,,PROCEDURES,1551,Dressing of burn of skin or subcutaneous tissue greater than 25%,60000.0
,,PROCEDURES,1552,Dressing of burn of skin or subcutaneous tissue less than 2%,10000.0
,,PROCEDURES,1553,Excision of lesion of anus,49500.0
,,PROCEDURES,1554,Excision of lesion of cornea,49500.0
,,PROCEDURES,1555,Excision of lesion of external auditory canal,60000.0
,,PROCEDURES,1556,Excision or biopsy of conjunctival lesion,49500.0
,,PROCEDURES,1557,Frenotomy or frenectomy of tongue,60000.0
,,PROCEDURES,1558,Injection into anterior chamber,60000.0
,,PROCEDURES,1559,Injections into joints under  Xray control,60000.0
,,PROCEDURES,1560,Intravenous regional sympathetic block guanethidine block 1 injection,60000.0
,,PROCEDURES,1561,Irrigation or aspiration of anterior chamber,60000.0
,,PROCEDURES,1562,Lateral sphincterotomy,49500.0
,,PROCEDURES,1563,Lateral sphincterotomy of anus,49500.0
,,PROCEDURES,1564,Oesophageal physiology studies including pH measurement and manometry ,49500.0
,,PROCEDURES,1565,Paravertebral block up to two levels without  Xray control ,49500.0
,,PROCEDURES,1566,Percutaneous fine needle biopsy of lesion of kidney,49500.0
,,PROCEDURES,1567,"Polypectomy of internal nose and bilateral, including endoscopic ",250000.0
,,PROCEDURES,1568,Reinforcement of Plaster of paris Adult ,45000.0
,,PROCEDURES,1569,Removal of prosthesis from ureter,49500.0
,,PROCEDURES,1570,Repair of tendon of foot extensor,49500.0
,,PROCEDURES,1571,Repair of tendon of foot flexor,49500.0
,,PROCEDURES,1572,Retinal examination under anaesthetic including retinopexy if necessary,49500.0
,,PROCEDURES,1573,Stellate ganglion block local anaesthetic ,49500.0
,,PROCEDURES,1574,"Surgical toilet and debridement of deep wound, including traumatic or post- operative
 aetiology",75000.0
,,PROCEDURES,1575,Suture of conjunctiva,49500.0
,,PROCEDURES,1576,Suture of lip,60000.0
,,PROCEDURES,1577,Therapeutic local anaesthetic or aspiration of joint under imaging control,49500.0
,,PROCEDURES,1578,Therapeutic local anaesthetic or aspiration- small joint more than 1 joint,60000.0
,,PROCEDURES,1579,Wedge excision or avulsion of nail including chemical ablation of nail bed,100000.0
,,PROCEDURES,1580,"Hysteroscopy including biopsy, dilation, curettage and polypectomy
 mirena coil insertion",250000.0
,,PROCEDURES,1581,Wart Excision Multiple or >2cm ,100000.0
,,PROCEDURES,1582,Curettage or cryotherapy of lesion of skin including cauterisation up to three,130000.0
,,PROCEDURES,1583,Stab cystostomy,130000.0
,,PROCEDURES,1584,Bilateral Antral Washout Bawo ,130000.0
,,PROCEDURES,1585,Core biopsy of thyroid gland,54000.0
,,PROCEDURES,1586,Coronary angioplasty standby team,54000.0
,,PROCEDURES,1587,Diagnostic Aspiration and or or trephine biopsy of bone marrow,54000.0
,,PROCEDURES,1588,Drainage of haematoma or abscess of pinna,100000.0
,,PROCEDURES,1589,Drainage of large subcutaneous abscess or haematoma,130000.0
,,PROCEDURES,1590,Drainage of pleural cavity,54000.0
,,PROCEDURES,1591,"Drainage through perineal region including ischio-rectal abscess including
 sigmoidoscopy ",54000.0
,,PROCEDURES,1592,Epidural injection lumbar or caudal ,75000.0
,,PROCEDURES,1593,Excision or suture eyebrow,65000.0
,,PROCEDURES,1594,Excision of cervical lymph node,65000.0
,,PROCEDURES,1595,Excision of ectopic bone,150000.0
,,PROCEDURES,1596,Excision of ectopic bone around a total hip replacement,150000.0
,,PROCEDURES,1597,Excision of lesion of eyebrow,130000.0
,,PROCEDURES,1598,Excision of pterygium,120000.0
,,PROCEDURES,1599,Excision or destruction of lesion of mouth,67500.0
,,PROCEDURES,1600,Excisional biopsy of skin,65000.0
,,PROCEDURES,1601,External meatotomy of urethral orifice,54000.0
,,PROCEDURES,1602,External meatotomy of urethral orifice,54000.0
,,PROCEDURES,1603,Haemorrhoidal artery ligation,165000.0
,,PROCEDURES,1604,Ileoscopy via stoma with therapy,100000.0
,,PROCEDURES,1605,Insertion of tube drain into pleural cavity,54000.0
,,PROCEDURES,1606,Intramuscular injection with  Xray control e.g. piriformis block ,70000.0
,,PROCEDURES,1607,Introduction of therapeutic substance into bone,54000.0
,,PROCEDURES,1608,Irrigation of cerebroventricular shunt,54000.0
,,PROCEDURES,1609,Laser destruction of lesion of cervix uteri,54000.0
,,PROCEDURES,1610,Laying open of pilonidal sinus,81000.0
,,PROCEDURES,1611,Laying open pilonidal sinus,75000.0
,,PROCEDURES,1612,"Local anaesthetic blockade of major nerve trunk including occipital block, spheno
 palatine block, diagnostic block of trigeminal branch, intercostal nerve block and supra
 scapular nerve block ",75000.0
,,PROCEDURES,1613,Major Lid Repair,54000.0
,,PROCEDURES,1614,Manipulation of hip and casting,75000.0
,,PROCEDURES,1615,Manipulation under anaesthesia of fractured nose ,100000.0
,,PROCEDURES,1616,Middle ear polypectomy,250000.0
,,PROCEDURES,1617,Needle biopsy of bone,54000.0
,,PROCEDURES,1618,Open biopsy of lesion of salivary gland,75000.0
,,PROCEDURES,1619,"Open excision of calcific deposit e.g. shoulder, hip ",54000.0
,,PROCEDURES,1620,Paravertebral block up to two levels under  Xray control ,100000.0
,,PROCEDURES,1621,Recording and reporting on evoked potential study,100000.0
,,PROCEDURES,1622,Removal of external fixation from bone,100000.0
,,PROCEDURES,1623,Removal of fixator or frame or pins or wires and change of plaster,100000.0
,,PROCEDURES,1624,Removal of grommets,100000.0
,,PROCEDURES,1625,Repair of corneal wound,100000.0
,,PROCEDURES,1626,Rubber band ligation of haemorrhoids,100000.0
,,PROCEDURES,1627,Sacral root block under  Xray control ,54000.0
,,PROCEDURES,1628,Sclerosant injections e.g. ligaments of back ,75000.0
,,PROCEDURES,1629,Skeletal traction,54000.0
,,PROCEDURES,1630,Static single measurement of muscle compartment pressures with manometer,54000.0
,,PROCEDURES,1631,Stellate ganglion block neurolytic ,100000.0
,,PROCEDURES,1632,Suture of mouth ,65000.0
,,PROCEDURES,1633,Suture of palate,65000.0
,,PROCEDURES,1634,Therapeutic endoscopic operation on pharynx,100000.0
,,PROCEDURES,1635,Therapeutic enteroscopy,112500.0
,,PROCEDURES,1636,"Therapeutic oesophagogastroduodenoscopy with insertion percutaneous
 endoscopic gastrostomy or percutaneous endoscopic jejunoscopy",300000.0
,,PROCEDURES,1637,Therapeutic sigmoidoscopy with snare loop biopsy or excision of lesion,112500.0
,,PROCEDURES,1638,Thinning of skin graft flap,81000.0
,,PROCEDURES,1639,Tongue Tie Release,54000.0
,,PROCEDURES,1640,Trephining of frontal sinus,81000.0
,,PROCEDURES,1641,Examination of testis under anaesthetic as sole procedure,82500.0
,,PROCEDURES,1642,Frenuloplasty of penis,55000.0
,,PROCEDURES,1643,Sampling of axillary lymph nodes,82500.0
